game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
248900,Ceylon,2,4,60.0,2018,7.06911,6.03771,746.0,10,"Area Majority / Influence, Grid Movement, Set Collection, Variable Phase Order",1087,"Farming, Industry / Manufacturing, Territory Building","Chris Zinsli, Suzanne Zinsli",Ludonova,2.5143,Nothing,Farming,Industry / Manufacturing,Territory Building,,Area Majority / Influence,Grid Movement,Set Collection,Variable Phase Order,
248949,Skull Tales: Full Sail!,1,5,150.0,2019,8.02432,6.03632,604.0,14,"Action Points, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing",1579,"Adventure, Exploration, Fantasy, Miniatures, Nautical, Novel-based, Pirates, Territory Building, Travel",David Illescas,Eclipse Editorial,3.8056,Nothing,Adventure,Exploration,Fantasy,Miniatures,Action Points,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Grid Movement
249259,War Chest,2,4,30.0,2018,7.97526,6.97745,2307.0,14,"Area Majority / Influence, Deck, Bag, and Pool Building, Hand Management, Team-Based Game, Variable Player Powers",3965,"Abstract Strategy, Medieval, Wargame","Trevor Benjamin, David Thompson (I)",Alderac Entertainment Group,2.2632,Nothing,Abstract Strategy,Medieval,Wargame,,Area Majority / Influence,Deck,Bag,and Pool Building,Hand Management
249381,The Estates,2,5,60.0,2018,7.5134,6.67488,1966.0,10,"Area Majority / Influence, Auction/Bidding, Auction: Once Around, Closed Economy Auction",2838,"City Building, Economic",Klaus Zoch,Capstone Games,2.3438,Nothing,City Building,Economic,,,Area Majority / Influence,Auction/Bidding,Auction: Once Around,Closed Economy Auction,
249505,Nyctophobia,3,5,45.0,2018,6.26057,5.69576,521.0,9,"Memory, Team-Based Game, Variable Player Powers",1512,Horror,Catherine Stippell,Pandasaurus Games,1.7143,Nothing,Horror,,,,Memory,Team-Based Game,Variable Player Powers,,
249703,Gentes: Deluxified Edition,1,4,120.0,2018,7.82675,6.5131,1073.0,14,"Action Points, Card Drafting",2904,"Ancient, Civilization",Stefan Risthaus,Game Brewer,3.2903,Nothing,Ancient,Civilization,,,Action Points,Card Drafting,,,
249746,Nanty Narking,2,4,60.0,2019,7.71321,6.08716,556.0,14,"Area Majority / Influence, Events, Hand Management, Take That",1579,"Bluffing, City Building, Deduction, Miniatures, Post-Napoleonic",Martin Wallace,PHALANX,2.3158,Nothing,Bluffing,City Building,Deduction,Miniatures,Area Majority / Influence,Events,Hand Management,Take That,
250442,Crypt,1,4,35.0,2018,6.85937,6.17236,1708.0,12,"Auction/Bidding, Dice Rolling, Set Collection, Solo / Solitaire Game, Worker Placement with Dice Workers",4401,"Card Game, Dice, Medieval, Renaissance","Jeff Chin, Andrew Nerger",All In Games,1.5541,Nothing,Card Game,Dice,Medieval,Renaissance,Auction/Bidding,Dice Rolling,Set Collection,Solo / Solitaire Game,Worker Placement with Dice Workers
250458,Gùgōng,1,5,90.0,2018,7.54309,7.06431,4930.0,12,"Hand Management, Set Collection, Worker Placement",7312,"Civilization, Medieval, Travel",Andreas Steding,Game Brewer,3.075,Nothing,Civilization,Medieval,Travel,,Hand Management,Set Collection,Worker Placement,,
250621,18Lilliput,1,4,90.0,2018,7.3129,6.07351,640.0,10,"Network and Route Building, Stock Holding, Tile Placement, Variable Player Powers",1402,"Card Game, Economic, Novel-based, Trains, Transportation","Leonhard ""Lonny"" Orgler",Enjoy Game,3.3478,Nothing,Card Game,Economic,Novel-based,Trains,Network and Route Building,Stock Holding,Tile Placement,Variable Player Powers,
250780,Sherlock: Last Call,1,8,60.0,2018,7.00688,5.95755,632.0,10,"Communication Limits, Cooperative Game, Hand Management, Memory",1234,"Card Game, Deduction, Murder/Mystery","Francisco Gallego Arredondo, Martí Lucas Feliu, Josep Izquierdo Sánchez",GDM Games,1.2727,Nothing,Card Game,Deduction,Murder/Mystery,,Communication Limits,Cooperative Game,Hand Management,Memory,
251053,Let's Make a Bus Route,2,5,30.0,2018,7.29726,6.00333,536.0,10,"Line Drawing, Network and Route Building, Paper-and-Pencil, Set Collection",672,Transportation,Saashi,Popcorn Games,1.7,Nothing,Transportation,,,,Line Drawing,Network and Route Building,Paper-and-Pencil,Set Collection,
251219,Istanbul: Big Box,2,5,90.0,2018,8.13196,6.42206,787.0,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Race, Variable Setup",2188,Economic,Rüdiger Dorn,Pegasus Spiele,2.3,Nothing,Economic,,,,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,Race
251247,Barrage,1,4,120.0,2019,7.99192,7.19627,3171.0,14,"Action Drafting, Contracts, End Game Bonuses, Income, Network and Route Building, Turn Order: Stat-Based, Variable Player Powers, Variable Setup, Worker Placement",4480,"Economic, Environmental, Industry / Manufacturing","Tommaso Battista, Simone Luciani",Cranio Creations,3.9755,Nothing,Economic,Environmental,Industry / Manufacturing,,Action Drafting,Contracts,End Game Bonuses,Income,Network and Route Building
251293,Megaland,2,5,20.0,2018,6.81265,6.07655,1163.0,8,Push Your Luck,2974,"Fantasy, Video Game Theme","Ryan Laukat, Malorie Laukat",Red Raven Games,1.9189,Nothing,Fantasy,Video Game Theme,,,Push Your Luck,,,,
251412,On Tour,1,4,20.0,2019,7.12783,6.32392,1580.0,7,"Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Push Your Luck, Solo / Solitaire Game",2469,"Dice, Music, Number, Travel",Chad DeShon,BoardGameTables.com,1.4706,Nothing,Dice,Music,Number,Travel,Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil,Push Your Luck
251420,Choose Your Own Adventure: House of Danger,1,99,60.0,2018,6.5497,6.03791,1704.0,10,"Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Solo / Solitaire Game, Storytelling",4952,"Book, Card Game, Novel-based",Prospero Hall,"Z-Man Games, Inc.",1.1,Nothing,Book,Card Game,Novel-based,,Cooperative Game,Dice Rolling,Hand Management,Narrative Choice / Paragraph,Solo / Solitaire Game
251658,Sprawlopolis,1,4,20.0,2018,7.46148,6.70724,2355.0,8,"Area Majority / Influence, Cooperative Game, Layering, Melding and Splaying, Solo / Solitaire Game, Tile Placement",5808,"Card Game, City Building, Territory Building","Steven Aramini, Danny Devine, Paul Kluka",Button Shy,1.8235,Nothing,Card Game,City Building,Territory Building,,Area Majority / Influence,Cooperative Game,Layering,Melding and Splaying,Solo / Solitaire Game
251678,Railroad Ink: Blazing Red Edition,1,6,30.0,2018,7.20721,6.60437,2681.0,8,"Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil",5504,"Dice, Trains","Hjalmar Hach, Lorenzo Silva",Horrible Guild,1.439,Nothing,Dice,Trains,,,Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil,
251890,Gunkimono,2,5,60.0,2018,7.10862,6.01838,666.0,10,"Card Drafting, Enclosure, Hand Management, Tile Placement",1173,"Medieval, Territory Building",Jeffrey D. Allers,Renegade Game Studios,1.9167,Nothing,Medieval,Territory Building,,,Card Drafting,Enclosure,Hand Management,Tile Placement,
252153,Tang Garden,1,4,60.0,2020,7.96364,6.23107,727.0,14,"Card Drafting, Set Collection, Tile Placement, Variable Player Powers",2393,Environmental,"Francesco Testini, Pierluca Zizzi",ThunderGryph Games,2.6176,Nothing,Environmental,,,,Card Drafting,Set Collection,Tile Placement,Variable Player Powers,
252328,Star Wars: X-Wing (Second Edition),2,2,45.0,2018,8.41759,6.67496,1157.0,14,"Action Queue, Critical Hits and Failures, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",2589,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Jason Little, Frank Brooks",Fantasy Flight Games,3.0435,Nothing,Aviation / Flight,Bluffing,Collectible Components,Miniatures,Action Queue,Critical Hits and Failures,Dice Rolling,Player Elimination,Simultaneous Action Selection
252446,Key Flow,2,6,75.0,2018,7.48189,6.23037,804.0,14,"Card Drafting, Network and Route Building, Set Collection, Simultaneous Action Selection, Worker Placement",1628,"Card Game, City Building, Economic, Farming, Medieval","Sebastian Bleasdale, Richard Breese, Ian Vincent",R&D Games,2.8095,Nothing,Card Game,City Building,Economic,Farming,Card Drafting,Network and Route Building,Set Collection,Simultaneous Action Selection,Worker Placement
252526,Pictomania (Second Edition),3,6,40.0,2018,7.63569,6.21373,708.0,8,"Line Drawing, Paper-and-Pencil",1640,"Action / Dexterity, Humor, Party Game, Real-time",Vlaada Chvátil,Cranio Creations,1.3684,Nothing,Action / Dexterity,Humor,Party Game,Real-time,Line Drawing,Paper-and-Pencil,,,
252556,Bosk,2,4,40.0,2019,7.16842,5.98072,633.0,13,"Area Majority / Influence, Hand Management",1301,Abstract Strategy,"Daryl Andrews, Erica Bouyouris",Floodgate Games,2.1667,Nothing,Abstract Strategy,,,,Area Majority / Influence,Hand Management,,,
252877,Wreck Raiders,1,5,45.0,2019,7.65433,6.05925,581.0,10,"Dice Rolling, Set Collection, Worker Placement",1322,Nautical,"Tim W. K. Brown, Josh Cappel",Kids Table BG,2.4706,Nothing,Nautical,,,,Dice Rolling,Set Collection,Worker Placement,,
252929,Planet,2,4,45.0,2018,6.78862,6.28319,2369.0,8,"Drafting, Tile Placement, Turn Order: Progressive",3773,"Environmental, Science Fiction",Urtis Šulinskas,Blue Orange (EU),1.6522,Nothing,Environmental,Science Fiction,,,Drafting,Tile Placement,Turn Order: Progressive,,
253214,Escape Tales: The Awakening,1,4,300.0,2018,7.36712,6.35113,1214.0,12,Cooperative Game,2807,"Card Game, Deduction, Horror, Puzzle","Jakub Caban, Matt Dembek, Bartosz Idzikowski",Board&Dice,2.1905,Nothing,Card Game,Deduction,Horror,Puzzle,Cooperative Game,,,,
253284,Ticket to Ride: New York,2,4,15.0,2018,7.05377,6.58201,3424.0,8,"Card Drafting, Hand Management, Network and Route Building, Set Collection",7434,Trains,Alan R. Moon,Days of Wonder,1.2549,Nothing,Trains,,,,Card Drafting,Hand Management,Network and Route Building,Set Collection,
253344,Cthulhu: Death May Die,1,5,120.0,2019,8.15629,6.93954,2102.0,14,"Action Points, Cooperative Game, Dice Rolling, Variable Player Powers",4410,"Fantasy, Fighting, Horror","Rob Daviau, Eric M. Lang",CMON Limited,2.3214,Nothing,Fantasy,Fighting,Horror,,Action Points,Cooperative Game,Dice Rolling,Variable Player Powers,
253398,Lost Cities: Rivals,2,4,40.0,2018,6.83483,5.98699,785.0,10,"Auction/Bidding, Auction: Turn Order Until Pass, Set Collection",1765,"Card Game, Exploration",Reiner Knizia,999 Games,2.0625,Nothing,Card Game,Exploration,,,Auction/Bidding,Auction: Turn Order Until Pass,Set Collection,,
253618,5-Minute Marvel,2,5,5.0,2018,6.97978,6.16495,1243.0,8,"Cooperative Game, Hand Management, Variable Player Powers",3201,"Card Game, Fighting, Real-time",Connor Reid,"Korea Boardgames co., Ltd.",1.2,Nothing,Card Game,Fighting,Real-time,,Cooperative Game,Hand Management,Variable Player Powers,,
253635,Ragusa,1,5,80.0,2019,7.10007,6.10685,897.0,12,"Commodity Speculation, Trading, Worker Placement",1572,"City Building, Economic, Renaissance",Fabio Lopiano,Braincrack Games,2.7222,Nothing,City Building,Economic,Renaissance,,Commodity Speculation,Trading,Worker Placement,,
253684,Spring Meadow,1,4,60.0,2018,7.17471,6.16782,939.0,10,"Grid Coverage, Pattern Building, Tile Placement",1829,"Abstract Strategy, Animals, Puzzle",Uwe Rosenberg,Edition Spielwiese,1.8889,Nothing,Abstract Strategy,Animals,Puzzle,,Grid Coverage,Pattern Building,Tile Placement,,
253719,Getaway Driver,2,2,45.0,2019,7.02667,5.93806,588.0,12,"Hand Management, Modular Board, Tile Placement, Variable Player Powers",2463,"City Building, Transportation",Jeff Beck (II),Uproarious Games,2.4762,Nothing,City Building,Transportation,,,Hand Management,Modular Board,Tile Placement,Variable Player Powers,
253756,Gorus Maximus,1,8,45.0,2018,6.65582,5.82068,630.0,13,"Solo / Solitaire Game, Team-Based Game, Trick-taking",1395,Card Game,Conor McGoey,Inside Up Games,1.2727,Nothing,Card Game,,,,Solo / Solitaire Game,Team-Based Game,Trick-taking,,
254018,Solenia,1,4,45.0,2018,7.1988,6.33243,1440.0,10,"Hand Management, Modular Board, Pick-up and Deliver, Solo / Solitaire Game",2251,"Card Game, Exploration, Fantasy",Sébastien Dujardin,Asmodee Italia,2.2642,Nothing,Card Game,Exploration,Fantasy,,Hand Management,Modular Board,Pick-up and Deliver,Solo / Solitaire Game,
254192,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,2,2,60.0,2019,7.42191,5.95463,530.0,11,"Card Drafting, Deck, Bag, and Pool Building, Take That",1683,"Card Game, Fantasy, Movies / TV / Radio theme","Kami Mandell, Andrew Wolf",Asmodee Italia,1.4545,Nothing,Card Game,Fantasy,Movies / TV / Radio theme,,Card Drafting,Deck,Bag,and Pool Building,Take That
254226,Unlock!: Exotic Adventures,1,6,90.0,2018,7.55116,6.21404,754.0,10,"Cooperative Game, Storytelling",1994,"Card Game, Exploration, Puzzle, Real-time",Cyril Demaegd,Space Cowboys,2.625,Nothing,Card Game,Exploration,Puzzle,Real-time,Cooperative Game,Storytelling,,,
254386,Raccoon Tycoon,2,5,90.0,2018,7.42981,6.4299,1425.0,8,"Auction/Bidding, Auction: Once Around, Commodity Speculation, Market, Set Collection",2566,"Animals, Economic",Glenn Drover,Arrakis Games,2.1429,Nothing,Animals,Economic,,,Auction/Bidding,Auction: Once Around,Commodity Speculation,Market,Set Collection
254591,Heroes of Terrinoth,1,4,60.0,2018,7.51677,6.4048,1350.0,14,"Action Retrieval, Cooperative Game, Dice Rolling, Role Playing, Solo / Solitaire Game, Variable Player Powers",2933,"Adventure, Card Game, Exploration, Fantasy, Fighting","Brady Sadler, Adam Sadler",Asmodee,2.475,Nothing,Adventure,Card Game,Exploration,Fantasy,Action Retrieval,Cooperative Game,Dice Rolling,Role Playing,Solo / Solitaire Game
254640,Just One,3,7,20.0,2018,7.61564,7.26961,7590.0,8,"Communication Limits, Cooperative Game",12475,"Party Game, Word Game","Ludovic Roudy, Bruno Sautter",Repos Production,1.0725,Nothing,Party Game,Word Game,,,Communication Limits,Cooperative Game,,,
254713,The Artemis Project,1,5,75.0,2019,7.47293,6.23345,885.0,13,"Auction/Bidding, Dice Rolling, Set Collection, Take That, Worker Placement with Dice Workers",1683,"Dice, Science Fiction, Space Exploration","Daryl Chow, Daniel Rocchi",Grand Gamers Guild,2.8511,Nothing,Dice,Science Fiction,Space Exploration,,Auction/Bidding,Dice Rolling,Set Collection,Take That,Worker Placement with Dice Workers
255262,Agricola: All Creatures Big and Small – The Big Box,2,2,30.0,2018,7.83701,6.11852,511.0,13,"Enclosure, Tile Placement, Worker Placement",1394,"Animals, Farming",Uwe Rosenberg,Lookout Games,2.4615,Nothing,Animals,Farming,,,Enclosure,Tile Placement,Worker Placement,,
255507,Orbis,2,4,45.0,2018,6.7536,6.10748,1389.0,10,"Card Drafting, Tile Placement",2167,"Civilization, Mythology, Territory Building",Tim Armstrong (II),Happy Baobab,2.1667,Nothing,Civilization,Mythology,Territory Building,,Card Drafting,Tile Placement,,,
255615,GoodCritters,4,8,45.0,2018,7.20641,6.05853,693.0,12,"Simultaneous Action Selection, Voting",1523,"Animals, Bluffing, Negotiation, Party Game",Fabian Zimmermann,Arcane Wonders,1.4286,Nothing,Animals,Bluffing,Negotiation,Party Game,Simultaneous Action Selection,Voting,,,
255664,The Binding of Isaac: Four Souls,2,4,60.0,2018,6.93559,5.86448,876.0,13,"Dice Rolling, Take That, Variable Player Powers",2231,"Card Game, Video Game Theme",Edmund McMillen,Studio71,2.2069,Nothing,Card Game,Video Game Theme,,,Dice Rolling,Take That,Variable Player Powers,,
255668,Trickerion: Collector's Edition,1,4,180.0,2019,8.92412,6.52543,638.0,14,"Action Points, Simultaneous Action Selection, Tile Placement, Worker Placement",2599,unknown,"Richard Amann, Viktor Peter, Dávid Turczi",Corax Games,4.5526,Nothing,unknown,,,,Action Points,Simultaneous Action Selection,Tile Placement,Worker Placement,
255674,Imhotep: The Duel,2,2,30.0,2018,7.26813,6.20421,938.0,10,"Area Majority / Influence, Modular Board, Set Collection",2254,Ancient,Phil Walker-Harding,KOSMOS,1.875,Nothing,Ancient,,,,Area Majority / Influence,Modular Board,Set Collection,,
255675,Exit: The Game – The Catacombs of Horror,1,4,240.0,2018,7.51236,6.14086,648.0,16,Cooperative Game,1775,"Deduction, Horror, Puzzle","Inka Brand, Markus Brand, Ralph Querfurth",999 Games,2.75,Nothing,Deduction,Horror,Puzzle,,Cooperative Game,,,,
255692,New Frontiers,2,5,75.0,2018,7.68166,6.68239,1680.0,14,"Action Drafting, Card Drafting, Follow, Increase Value of Unchosen Resources, Race, Turn Order: Claim Action, Variable Phase Order, Variable Player Powers",2413,"Science Fiction, Space Exploration",Thomas Lehmann,Rio Grande Games,2.8545,Nothing,Science Fiction,Space Exploration,,,Action Drafting,Card Drafting,Follow,Increase Value of Unchosen Resources,Race
255924,Snowdonia: Deluxe Master Set,1,5,90.0,2019,8.24533,6.56381,901.0,10,"Card Drafting, Hand Management, Worker Placement",3314,Trains,"Sebastian Bleasdale, Tony Boydell, David Brain, Matthew Dunstan, Hisashi Hayashi, Błażej Kubacki, David J. Mortimer, Alan Paull, Dávid Turczi",NSKN Games,2.9583,Nothing,Trains,,,,Card Drafting,Hand Management,Worker Placement,,
256066,"Warhammer 40,000: Kill Team",2,4,60.0,2018,7.97213,6.11554,565.0,12,"Dice Rolling, Line of Sight, Measurement Movement, Simulation, Variable Player Powers",1404,"Miniatures, Science Fiction, Wargame",unknown,Games Workshop Ltd.,3.2857,Nothing,Miniatures,Science Fiction,Wargame,,Dice Rolling,Line of Sight,Measurement Movement,Simulation,Variable Player Powers
256226,Azul: Stained Glass of Sintra,2,4,45.0,2018,7.47338,7.10246,6731.0,8,"Card Drafting, Drafting, End Game Bonuses, Pattern Building, Set Collection, Tile Placement, Turn Order: Claim Action",10448,"Abstract Strategy, Renaissance",Michael Kiesling,Next Move Games,1.9633,Nothing,Abstract Strategy,Renaissance,,,Card Drafting,Drafting,End Game Bonuses,Pattern Building,Set Collection
256320,Fertility,2,4,45.0,2018,7.18348,6.08821,761.0,10,"Modular Board, Set Collection, Tile Placement",1014,Ancient,Cyrille Leroy,Catch Up Games,1.9474,Nothing,Ancient,,,,Modular Board,Set Collection,Tile Placement,,
256382,Disney Villainous,2,6,50.0,2018,7.07866,6.70576,6551.0,10,"Hand Management, Take That, Variable Player Powers",14566,"Card Game, Fantasy, Medieval, Movies / TV / Radio theme, Mythology, Novel-based, Pirates",Prospero Hall,Ravensburger Spieleverlag GmbH,2.413,Nothing,Card Game,Fantasy,Medieval,Movies / TV / Radio theme,Hand Management,Take That,Variable Player Powers,,
256541,Monster Crunch! The Breakfast Battle Game,2,5,20.0,2018,6.45642,5.74805,512.0,9,"Hand Management, Ladder Climbing, Trick-taking, Variable Player Powers",1293,Card Game,"Forrest-Pruzan Creative, Prospero Hall",Big G Creative,1.0,Nothing,Card Game,,,,Hand Management,Ladder Climbing,Trick-taking,Variable Player Powers,
256570,Crown of Emara,1,4,75.0,2018,7.47742,6.54955,1584.0,12,"Action Queue, Hand Management, Modular Board, Pick-up and Deliver, Worker Placement",2413,"Economic, Medieval",Benjamin Schwer,Pegasus Spiele,2.9831,Nothing,Economic,Medieval,,,Action Queue,Hand Management,Modular Board,Pick-up and Deliver,Worker Placement
256589,Rallyman: GT,1,6,60.0,2020,8.06514,6.11827,565.0,14,"Dice Rolling, Different Dice Movement, Modular Board, Push Your Luck, Race, Roll / Spin and Move, Simulation, Solo / Solitaire Game",1453,Racing,Jean-Christophe Bouvier,Holy Grail Games,2.25,Nothing,Racing,,,,Dice Rolling,Different Dice Movement,Modular Board,Push Your Luck,Race
256606,Spirits of the Wild,2,2,30.0,2018,7.46255,6.31306,1071.0,10,"Action Retrieval, Hand Management, Set Collection",2616,"Abstract Strategy, Animals, Fantasy",Nick Hayes,Mattel,1.25,Nothing,Abstract Strategy,Animals,Fantasy,,Action Retrieval,Hand Management,Set Collection,,
256730,Pipeline,2,4,120.0,2019,7.76562,6.83137,2120.0,12,"Action Drafting, Contracts, Market, Network and Route Building, Turn Order: Claim Action",3344,"Economic, Industry / Manufacturing",Ryan Courtney,Capstone Games,3.844,Nothing,Economic,Industry / Manufacturing,,,Action Drafting,Contracts,Market,Network and Route Building,Turn Order: Claim Action
256788,Detective Club,4,8,45.0,2018,7.40748,6.21637,913.0,8,"Storytelling, Team-Based Game, Voting",1593,"Bluffing, Card Game, Deduction, Humor, Party Game",Oleksandr Nevskiy,IGAMES,1.2308,Nothing,Bluffing,Card Game,Deduction,Humor,Storytelling,Team-Based Game,Voting,,
256877,Hail Hydra,5,8,75.0,2018,6.73446,5.96802,944.0,14,"Hand Management, Simultaneous Action Selection, Traitor Game, Variable Player Powers",2488,"Comic Book / Strip, Deduction, Party Game, Spies/Secret Agents",Nick Metzler,Spin Master Ltd.,1.9231,Nothing,Comic Book / Strip,Deduction,Party Game,Spies/Secret Agents,Hand Management,Simultaneous Action Selection,Traitor Game,Variable Player Powers,
256916,Concordia Venus,2,6,120.0,2018,8.35368,6.89952,1377.0,12,"Action Retrieval, Card Drafting, Deck, Bag, and Pool Building, Hand Management, Point to Point Movement, Team-Based Game",2901,"Ancient, Economic",Mac Gerdts,PD-Verlag,3.1707,Nothing,Ancient,Economic,,,Action Retrieval,Card Drafting,Deck,Bag,and Pool Building
256952,Zombie Kidz Evolution,2,4,15.0,2018,7.99936,6.36147,837.0,7,"Cooperative Game, Dice Rolling, Point to Point Movement, Variable Player Powers",1779,"Children's Game, Horror, Zombies",Annick Lobet,Le Scorpion Masqué,1.4194,Nothing,Children's Game,Horror,Zombies,,Cooperative Game,Dice Rolling,Point to Point Movement,Variable Player Powers,
256960,Pax Pamir (Second Edition),1,5,120.0,2019,8.36787,7.1779,2100.0,13,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Simulation, Solo / Solitaire Game",3511,"Economic, Educational, Negotiation, Political, Post-Napoleonic, Spies/Secret Agents",Cole Wehrle,2Tomatoes,3.6929,Nothing,Economic,Educational,Negotiation,Political,Action Points,Area Majority / Influence,Area Movement,Card Drafting,Hand Management
257058,Valparaíso,2,5,90.0,2018,6.93829,5.88345,509.0,12,"Action Queue, Kill Steal, Point to Point Movement, Simultaneous Action Selection",882,unknown,"Stefan Malz, Louis Malz",dlp games,2.8571,Nothing,unknown,,,,Action Queue,Kill Steal,Point to Point Movement,Simultaneous Action Selection,
257066,Sierra West,1,4,60.0,2019,6.98808,5.97831,685.0,14,"Action Queue, Card Drafting, Deck, Bag, and Pool Building, Dice Rolling, Drafting, End Game Bonuses, Hand Management, Modular Board, Resource to Move, Set Collection, Solo / Solitaire Game, Track Movement, Worker Placement, Worker Placement, Different Worker Types",1550,"American West, Card Game, Economic, Exploration",Jonny Pac Cantin,Board&Dice,3.1667,Nothing,American West,Card Game,Economic,Exploration,Action Queue,Card Drafting,Deck,Bag,and Pool Building
257067,Magnastorm,2,4,100.0,2018,6.86339,5.87324,558.0,12,"Area Movement, Worker Placement",931,"Exploration, Science Fiction, Territory Building",Bauldric & Friends,Feuerland Spiele,3.1667,Nothing,Exploration,Science Fiction,Territory Building,,Area Movement,Worker Placement,,,
257283,Tiny Epic Mechs,1,4,60.0,2019,7.054,6.11048,1089.0,14,"Action Queue, Area Majority / Influence, Grid Movement, Modular Board, Take That, Variable Player Powers",5654,Science Fiction,Scott Almes,Gamelyn Games,2.375,Nothing,Science Fiction,,,,Action Queue,Area Majority / Influence,Grid Movement,Modular Board,Take That
257499,Arkham Horror (Third Edition),1,6,180.0,2018,7.78493,6.98521,3436.0,14,"Cooperative Game, Dice Rolling, Modular Board, Stat Check Resolution, Variable Player Powers",6772,"Adventure, Fighting, Horror, Novel-based","Richard Launius, Nikki Valens, Kevin Wilson",Fantasy Flight Games,3.1681,Nothing,Adventure,Fighting,Horror,Novel-based,Cooperative Game,Dice Rolling,Modular Board,Stat Check Resolution,Variable Player Powers
257501,KeyForge: Call of the Archons,2,2,45.0,2018,7.41525,7.04623,8074.0,14,"Hand Management, Take That",12673,"Card Game, Fantasy, Fighting",Richard Garfield,Fantasy Flight Games,2.4405,Nothing,Card Game,Fantasy,Fighting,,Hand Management,Take That,,,
257518,Claustrophobia 1643,2,2,90.0,2019,8.20853,6.49086,935.0,14,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",2979,"Adventure, Exploration, Fantasy, Fighting, Horror, Medieval, Miniatures","Croc, Laurent Pouchain",Monolith,2.6364,Nothing,Adventure,Exploration,Fantasy,Fighting,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers,
257527,Trapwords,4,8,45.0,2018,7.08577,6.23271,1244.0,8,"Modular Board, Storytelling, Team-Based Game, Time Track",2528,"Exploration, Fantasy, Party Game, Word Game","Jan Březina, Martin Hrabálek, Michal Požárek",Czech Games Edition,1.3333,Nothing,Exploration,Fantasy,Party Game,Word Game,Modular Board,Storytelling,Team-Based Game,Time Track,
257614,Tussie Mussie,2,4,30.0,2019,7.16816,6.13373,926.0,8,"Betting and Bluffing, Card Drafting, I Cut, You Choose",2403,Card Game,Elizabeth Hargrave,Button Shy,1.1111,Nothing,Card Game,,,,Betting and Bluffing,Card Drafting,I Cut,You Choose,
257726,Brikks,1,4,30.0,2018,6.52381,5.84759,724.0,8,"Grid Coverage, Paper-and-Pencil, Pattern Building, Tile Placement",1312,"Dice, Puzzle",Wolfgang Warsch,Schmidt Spiele,1.625,Nothing,Dice,Puzzle,,,Grid Coverage,Paper-and-Pencil,Pattern Building,Tile Placement,
257759,The River,2,4,45.0,2018,6.637,6.03376,1314.0,8,"Tile Placement, Worker Placement",2015,Exploration,"Sébastien Pauchon, Ismaël Perrin",Days of Wonder,2.0606,Nothing,Exploration,,,,Tile Placement,Worker Placement,,,
257769,Walking in Burano,1,4,40.0,2018,7.30957,6.22568,1034.0,10,"Card Drafting, Set Collection, Tile Placement",2115,"Card Game, Territory Building",Wei-Min Ling,EmperorS4,2.1143,Nothing,Card Game,Territory Building,,,Card Drafting,Set Collection,Tile Placement,,
258036,Between Two Castles of Mad King Ludwig,2,7,60.0,2018,7.38486,6.78366,3096.0,10,"Card Drafting, Highest-Lowest Scoring, Set Collection, Simultaneous Action Selection, Team-Based Game, Tile Placement",5312,Post-Napoleonic,"Matthew O'Malley, Ben Rosset",Stonemaier Games,2.2174,Nothing,Post-Napoleonic,,,,Card Drafting,Highest-Lowest Scoring,Set Collection,Simultaneous Action Selection,Team-Based Game
258074,Volfyirion,2,2,30.0,2019,7.61813,6.01118,585.0,14,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",1924,"Card Game, Fantasy","Federico Tini, Alessandro Veracchi",Tabula Games,2.2174,Nothing,Card Game,Fantasy,,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
258210,Blitzkrieg!: World War Two in 20 Minutes,1,2,45.0,2019,7.85631,6.3365,807.0,14,"Chit-Pull System, Solo / Solitaire Game, Tile Placement, Tug of War",1538,"Wargame, World War II",Paolo Mori,Banana Games,1.7742,Nothing,Wargame,World War II,,,Chit-Pull System,Solo / Solitaire Game,Tile Placement,Tug of War,
258244,Discover: Lands Unknown,1,4,120.0,2018,5.95872,5.68931,1434.0,12,"Modular Board, Player Elimination, Variable Player Powers",2904,"Adventure, Exploration",Corey Konieczka,Fantasy Flight Games,2.3023,Nothing,Adventure,Exploration,,,Modular Board,Player Elimination,Variable Player Powers,,
