game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,owned,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
157126,Blood Bowl: Team Manager – The Card Game – Foul Play,2,5,60.0,2014,7.81511,6.4869,1117.0,10,3550,Jonathan E Bove,Edge Entertainment,2.6486,Blood Bowl: Team Manager – The Card Game,Card Game,Expansion for Base-game,Fantasy,Fighting,Area Majority / Influence,Deck,Bag,and Pool Building,Dice Rolling
157322,Dice Brewing,2,4,45.0,2014,6.16269,5.66521,560.0,12,910,"Filip Głowacz, Ireneusz Huszcza",A-games (Board Game),2.4324,Nothing,Dice,Dice,Dice,Dice,Card Drafting,Dice Rolling,Set Collection,Worker Placement,Worker Placement
157354,Five Tribes,2,4,80.0,2014,7.778,7.63215,29214.0,13,37652,Bruno Cathala,Days of Wonder,2.852,Nothing,Animals,Arabian,Fantasy,Mythology,Auction/Bidding,End Game Bonuses,Hidden Victory Points,Mancala,Modular Board
157403,Black Fleet,3,4,60.0,2014,7.02986,6.65163,4669.0,14,7577,Sebastian Bleasdale,Space Cowboys,1.9505,Nothing,Nautical,Pirates,Transportation,Transportation,Area Movement,Pick-up and Deliver,Variable Player Powers,Variable Player Powers,Variable Player Powers
157413,New Bedford,1,4,60.0,2016,7.14324,6.35164,1587.0,12,3182,Nathaniel Levan,Dice Hate Me Studio,2.3721,Nothing,City Building,City Building,City Building,City Building,Worker Placement,Worker Placement,Worker Placement,Worker Placement,Worker Placement
157427,Smash Up: The Big Geeky Box,2,4,45.0,2014,7.2947,6.5387,2154.0,12,8234,Paul Peterson,Alderac Entertainment Group,2.3226,Smash Up,Card Game,Expansion for Base-game,Fantasy,Horror,Area Majority / Influence,Hand Management,Take That,Variable Player Powers,Variable Player Powers
157526,Viceroy,1,4,60.0,2014,6.84986,6.53379,4810.0,13,8640,Yuri Zhuravljov,Hobby World,2.6495,Nothing,Bluffing,Card Game,City Building,Civilization,Card Drafting,Hand Management,Memory,Set Collection,Tile Placement
157789,Pandemic: Contagion,2,5,30.0,2014,6.46128,6.13127,2936.0,14,6497,Carey Grayson,"Z-Man Games, Inc.",1.9022,Nothing,Card Game,Medical,Medical,Medical,Area Majority / Influence,Hand Management,Hand Management,Hand Management,Hand Management
157809,Nations: The Dice Game,1,4,40.0,2014,6.97283,6.62089,4494.0,14,4952,Rustan Håkansson,Lautapelit.fi,2.0146,Nothing,Ancient,Civilization,Dice,Medieval,Dice Rolling,Events,Push Your Luck,Re-rolling and Locking,Turn Order: Stat-Based
157820,Escape: The Curse of the Temple – Big Box,1,6,10.0,2014,7.59704,6.52682,1391.0,8,3460,Kristian Amundsen Østby,Queen Games,1.4667,Nothing,Adventure,Dice,Exploration,Real-time,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Push Your Luck
157917,The Lord of the Ice Garden,1,4,90.0,2014,7.69281,6.35142,1003.0,14,1956,Krzysztof Wolicki,Giochix.it,4.049,Nothing,Fantasy,Fighting,Medieval,Mythology,Action Points,Action Queue,Area Majority / Influence,Variable Phase Order,Variable Player Powers
157924,Cards Against Humanity: 90s Nostalgia Pack,4,30,30.0,2014,6.87254,5.82594,527.0,17,2957,"Josh Dillon, Daniel Dranove, Eli Halpern, Ben Hantoot, David Munk, David Pinsof, Max Temkin, Elst Weinstein",(Self-Published),1.1538,Cards Against Humanity,Card Game,Expansion for Base-game,Humor,Mature / Adult,Hand Management,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
157958,DungeonQuest Revised Edition,1,4,60.0,2014,7.09797,6.19772,1265.0,14,2278,"Jakob Bonds, Gustav Bonds, Dan Glimne",Fantasy Flight Games,1.971,Nothing,Adventure,Exploration,Fantasy,Medieval,Area Movement,Card Drafting,Dice Rolling,Network and Route Building,Player Elimination
157969,Sheriff of Nottingham,3,5,60.0,2014,7.1667,7.04431,27164.0,14,42003,"Sérgio Halaban, André Zatz",Arcane Wonders,1.6536,Nothing,Bluffing,Card Game,Humor,Medieval,Bribery,Card Drafting,Hand Management,Role Playing,Set Collection
158109,Onward to Venus,2,5,120.0,2014,6.8864,6.14701,1257.0,13,2779,Martin Wallace,Treefrog Games,2.5802,Nothing,Comic Book / Strip,Fighting,Science Fiction,Space Exploration,Area Majority / Influence,Dice Rolling,Hand Management,Point to Point Movement,Point to Point Movement
158243,Dragon Slayer,2,5,15.0,2014,5.63584,5.55329,1603.0,14,3443,David J. Mortimer,Indie Boards & Cards,1.0795,Nothing,Dice,Fantasy,Fighting,Fighting,Betting and Bluffing,Dice Rolling,Push Your Luck,Push Your Luck,Push Your Luck
158275,Marvel Dice Masters: Uncanny X-Men,2,2,60.0,2014,7.23736,6.71916,3582.0,14,7851,"Mike Elliott, Eric M. Lang",Devir,2.375,Nothing,Collectible Components,Comic Book / Strip,Dice,Fighting,Deck,Bag,and Pool Building,Dice Rolling,Dice Rolling
158339,Lost Legacy: The Starship,2,4,10.0,2014,6.63661,6.21017,2456.0,10,4792,"Seiji Kanai, Hayato Kisaragi",Alderac Entertainment Group,1.2727,Nothing,Bluffing,Card Game,Deduction,Science Fiction,Hand Management,Memory,Player Elimination,Player Elimination,Player Elimination
158340,Lost Legacy: Flying Garden,2,4,10.0,2014,6.71427,6.11527,1487.0,10,3537,"Seiji Kanai, Hayato Kisaragi",Alderac Entertainment Group,1.3279,Nothing,Bluffing,Card Game,Deduction,Deduction,Hand Management,Memory,Player Elimination,Player Elimination,Player Elimination
158392,Stay Away!,4,12,60.0,2014,6.17476,5.69109,750.0,12,1309,"Antonio Ferrara, Sebastiano Fiorillo",Pendragon Game Studio,1.2414,Nothing,Bluffing,Card Game,Deduction,Horror,Card Drafting,Cooperative Game,Player Elimination,Role Playing,Storytelling
158408,Coup: Deluxe Edition,2,8,15.0,2014,7.31508,5.94772,527.0,10,1356,Rikki Tahta,El Dragón Azul,1.3103,Nothing,Bluffing,Card Game,Deduction,Party Game,Memory,Player Elimination,Take That,Variable Player Powers,Variable Player Powers
158435,Dogs of War,3,5,75.0,2014,7.50339,6.72013,2298.0,14,3404,Paolo Mori,Asmodee,2.6628,Nothing,Abstract Strategy,Fantasy,Negotiation,Renaissance,Area Majority / Influence,Hand Management,Variable Player Powers,Worker Placement,Worker Placement
158534,Bring Out Yer Dead,2,5,40.0,2015,6.34937,5.71861,551.0,12,1288,Arron Watts,Ginger Ale Games,2.0,Nothing,Horror,Renaissance,Renaissance,Renaissance,Action Queue,Area Majority / Influence,Card Drafting,Set Collection,Set Collection
158572,Waggle Dance,2,4,90.0,2014,7.00907,6.18533,1190.0,10,1740,Mike Nudd,Grublin Games Publishing,2.3167,Nothing,Animals,Dice,Environmental,Environmental,Dice Rolling,Set Collection,Worker Placement,Worker Placement with Dice Workers,Worker Placement with Dice Workers
158600,Hanamikoji,2,2,15.0,2013,7.55165,7.23542,8604.0,10,14101,Kota Nakayama (中山 宏太),EmperorS4,1.7143,Nothing,Card Game,Medieval,Video Game Theme,Video Game Theme,Area Majority / Influence,Card Drafting,Force Commitment,Hand Management,I Cut
158742,Yardmaster Express,2,5,10.0,2014,5.83151,5.64959,1160.0,6,2372,David Short,(Web published),1.0685,Nothing,Card Game,Trains,Transportation,Transportation,Card Drafting,Set Collection,Set Collection,Set Collection,Set Collection
158889,Summoner Wars: Alliances Master Set,2,4,45.0,2014,8.1563,6.84154,1530.0,9,3307,Colby Dauch,Cube Factory of Ideas,2.7045,Nothing,Card Game,Fantasy,Fighting,Fighting,Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,Variable Player Powers
158899,Colt Express,2,6,40.0,2014,7.14681,7.01185,21862.0,10,30630,Christophe Raimbault,Ludonaute,1.8097,Nothing,American West,Fighting,Trains,Trains,Action Queue,Hand Management,Memory,Programmed Movement,Simultaneous Action Selection
158900,Samurai Spirit,1,7,30.0,2014,6.6983,6.37413,4103.0,9,7231,Antoine Bauza,Funforge,2.1488,Nothing,Animals,Fantasy,Fighting,Fighting,Cooperative Game,Push Your Luck,Variable Player Powers,Variable Player Powers,Variable Player Powers
158957,Star Realms: Gambit Set,1,6,20.0,2014,7.25863,6.43978,1732.0,12,7704,"Robert Dougherty, Darwin Kastle",ADC Blackfire Entertainment GmbH,1.9574,Star Realms,Card Game,Expansion for Base-game,Fighting,Science Fiction,Card Drafting,Deck,Bag,and Pool Building,Solo / Solitaire Game
158979,Talisman (Revised 4th Edition): The Woodland Expansion,2,6,90.0,2014,7.62831,6.04706,544.0,14,2522,Samuel Bailey,Edge Entertainment,2.2857,Talisman (Revised 4th Edition),Adventure,Expansion for Base-game,Exploration,Fantasy,Dice Rolling,Roll / Spin and Move,Variable Player Powers,Variable Player Powers,Variable Player Powers
159059,The King's Abbey,1,5,180.0,2016,6.98924,5.87887,553.0,12,1278,Randy Rathert,Breaking Games,3.2222,Nothing,Medieval,Medieval,Medieval,Medieval,Dice Rolling,Worker Placement,Worker Placement,Worker Placement,Worker Placement
159109,XenoShyft: Onslaught,1,4,60.0,2015,6.98959,6.49221,3093.0,13,5396,"Keren Philosophales, Michael Shinall",Cool Mini Or Not,2.6893,Nothing,Card Game,Horror,Science Fiction,Science Fiction,Card Drafting,Cooperative Game,Deck,Bag,and Pool Building
159143,HUE,2,5,10.0,2015,6.43507,5.75132,501.0,8,1667,Chris Handy,Perplext,1.4615,Nothing,Abstract Strategy,Card Game,Card Game,Card Game,Hand Management,Pattern Building,Tile Placement,Tile Placement,Tile Placement
159406,Portal: The Uncooperative Cake Acquisition Game,2,4,45.0,2015,6.26402,5.80599,1132.0,15,3140,Jeep Barnett,Cryptozoic Entertainment,2.1714,Nothing,Puzzle,Science Fiction,Video Game Theme,Video Game Theme,Area Majority / Influence,Modular Board,Modular Board,Modular Board,Modular Board
159458,Mice and Mystics: Downwood Tales,1,4,90.0,2014,8.26765,6.32358,659.0,7,4968,Jerry Hawthorne,CrowD Games,2.8125,Mice and Mystics,Adventure,Dice,Expansion for Base-game,Exploration,Area Movement,Cooperative Game,Dice Rolling,Role Playing,Storytelling
159473,Quartermaster General,2,6,90.0,2014,7.37087,6.59544,2156.0,12,2381,Ian Brody,"Griggling Games, Inc.",2.3066,Nothing,Wargame,World War II,World War II,World War II,Area Majority / Influence,Campaign / Battle Card Driven,Hand Management,Team-Based Game,Team-Based Game
159492,The Game of 49,2,5,45.0,2014,6.42863,5.88642,1034.0,10,1960,Mark Corsey,Breaking Games,1.6552,Nothing,Economic,Economic,Economic,Economic,Area Majority / Influence,Auction/Bidding,Pattern Building,Pattern Recognition,Pattern Recognition
159503,The Captain Is Dead,2,7,90.0,2014,7.2016,6.47989,2154.0,14,3962,"Joe Price, JT Smith",(Web published),2.3562,Nothing,Fighting,Science Fiction,Science Fiction,Science Fiction,Action Points,Area Movement,Card Drafting,Cooperative Game,Hand Management
159504,Folklore: The Affliction,1,5,120.0,2017,7.96358,6.41119,1175.0,14,3287,"Nick Blain, Will Donovan",Greenbrier Games,3.6346,Nothing,Adventure,Horror,Miniatures,Miniatures,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Modular Board
159508,AquaSphere,2,4,100.0,2014,7.28985,6.94058,6084.0,12,9560,Stefan Feld,Hall Games,3.6786,Nothing,Nautical,Science Fiction,Science Fiction,Science Fiction,Area Majority / Influence,Area Movement,Modular Board,Modular Board,Modular Board
159581,Maskmen,2,6,20.0,2014,6.58928,5.81563,599.0,9,1031,"Jun Sasaki, Taiki Shinzawa (新澤 大樹)",Oink Games,1.5263,Nothing,Card Game,Sports,Sports,Sports,Ladder Climbing,Trick-taking,Trick-taking,Trick-taking,Trick-taking
159632,Strife: Legacy of the Eternals,2,2,60.0,2014,6.80141,5.8292,504.0,13,1205,Christopher Hamm,Cube Factory of Ideas,2.4483,Nothing,Card Game,Fantasy,Fantasy,Fantasy,Hand Management,Pattern Building,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
159651,Firefly: The Game – Blue Sun,1,4,120.0,2014,8.11747,6.75632,1422.0,13,5987,"Aaron Dill, John Kovaleski, Sean Sweigart",Battlefront Miniatures Ltd,2.878,Firefly: The Game,Expansion for Base-game,Movies / TV / Radio theme,Science Fiction,Space Exploration,Area Movement,Card Drafting,Dice Rolling,Pick-up and Deliver,Take That
159675,Fields of Arle,1,2,120.0,2014,8.0987,7.64514,6996.0,13,10849,Uwe Rosenberg,Feuerland Spiele,3.8997,Nothing,Economic,Farming,Industry / Manufacturing,Industry / Manufacturing,Automatic Resource Growth,Worker Placement,Worker Placement,Worker Placement,Worker Placement
159692,Comanchería: The Rise and Fall of the Comanche Empire,1,1,360.0,2016,8.04721,6.13694,505.0,14,1898,Joel Toppen,GMT Games,4.1111,Nothing,American Indian Wars,American West,Wargame,Wargame,Card Drafting,Chit-Pull System,Point to Point Movement,Solo / Solitaire Game,Solo / Solitaire Game
159868,Sellswords,2,2,15.0,2014,6.58472,5.81138,583.0,10,1271,Cliff Kamarga,Hobby Base,1.9048,Nothing,Mythology,Mythology,Mythology,Mythology,Area Majority / Influence,Card Drafting,Tile Placement,Tile Placement,Tile Placement
160010,Conan,2,5,90.0,2016,7.75017,6.96074,3663.0,14,7459,"Frédéric Henry, Antoine Bauza, Pascal Bernard, Bruno Cathala, Croc, Ludovic Maublanc, Laurent Pouchain",Monolith,2.7624,Nothing,Adventure,Fantasy,Fighting,Miniatures,Action Points,Area Movement,Dice Rolling,Player Elimination,Team-Based Game
160018,Smash Up: Monster Smash,2,2,45.0,2014,7.32882,6.67119,2741.0,12,9137,Paul Peterson,Alderac Entertainment Group,2.3,Nothing,Card Game,Fantasy,Humor,Mythology,Area Majority / Influence,Hand Management,Take That,Variable Player Powers,Variable Player Powers
160069,Ticket to Ride: 10th Anniversary,2,5,60.0,2014,8.28065,7.60057,4799.0,8,9706,Alan R. Moon,Days of Wonder,1.913,Nothing,Trains,Travel,Travel,Travel,Hand Management,Network and Route Building,Set Collection,Set Collection,Set Collection
160081,Dungeon Saga: Dwarf King's Quest,2,5,120.0,2015,7.27188,6.07911,927.0,10,2727,Jake Thornton,Mantic Games,2.4878,Nothing,Adventure,Exploration,Fantasy,Fighting,Dice Rolling,Grid Movement,Modular Board,Role Playing,Team-Based Game
160154,Machi Koro: Millionaire's Row,2,4,30.0,2014,6.75272,6.21807,2027.0,10,7397,Masao Suganuma,Grounding,1.7647,Machi Koro,Card Game,City Building,Dice,Expansion for Base-game,Dice Rolling,Set Collection,Set Collection,Set Collection,Set Collection
160409,Too Many Cinderellas,2,4,10.0,2014,6.40041,5.74861,538.0,10,794,"Nobutake Dogen, Nao Shimamura",Arclight,1.2759,Nothing,Card Game,Deduction,Deduction,Deduction,Voting,Voting,Voting,Voting,Voting
160477,Onitama,2,2,20.0,2014,7.43096,7.20353,12817.0,8,19659,Shimpei Sato,conception,1.6788,Nothing,Abstract Strategy,Ancient,Ancient,Ancient,Grid Movement,Hand Management,Pattern Movement,Static Capture,Static Capture
160495,ZhanGuo,2,4,120.0,2014,7.59886,6.87745,2746.0,12,3656,"Marco Canetta, Stefania Niccolini",What's Your Game?,3.8326,Nothing,Ancient,Card Game,Card Game,Card Game,Area Majority / Influence,Hand Management,Hand Management,Hand Management,Hand Management
160499,King of New York,2,6,40.0,2014,6.98616,6.80696,13150.0,10,20408,Richard Garfield,IELLO,1.8622,Nothing,Dice,Fighting,Movies / TV / Radio theme,Science Fiction,Area Movement,Card Drafting,Dice Rolling,King of the Hill,Player Elimination
160559,Simurgh,2,5,90.0,2015,6.76735,5.96097,841.0,14,1791,Pierluca Zizzi,Baldar,2.9643,Nothing,Fantasy,Farming,Farming,Farming,Modular Board,Tile Placement,Worker Placement,Worker Placement,Worker Placement
160561,Versailles,2,5,90.0,2014,6.52646,5.85081,754.0,12,1379,Andrei Novac,NSKN Games,2.8,Nothing,Territory Building,Territory Building,Territory Building,Territory Building,Point to Point Movement,Tile Placement,Tile Placement,Tile Placement,Tile Placement
160610,Thunderbirds,1,4,60.0,2015,7.56883,6.50802,1559.0,10,3207,Matt Leacock,ASYNCRON games,2.4932,Nothing,Movies / TV / Radio theme,Science Fiction,Science Fiction,Science Fiction,Action Points,Area Movement,Cooperative Game,Dice Rolling,Pick-up and Deliver
160784,Fidelitas,1,4,30.0,2015,6.25711,5.72795,593.0,13,1456,"Philip duBarry, Jason Kotarski",Green Couch Games,1.8182,Nothing,Card Game,Medieval,Medieval,Medieval,Hand Management,Hand Management,Hand Management,Hand Management,Hand Management
160851,Lanterns: The Harvest Festival,2,4,30.0,2015,6.93266,6.70463,8801.0,8,14775,Christopher Chung,Foxtrot Games,1.5667,Nothing,unknown,unknown,unknown,unknown,Hand Management,Pattern Building,Set Collection,Tile Placement,Tile Placement
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,2,2,60.0,2015,7.30948,6.39278,1407.0,14,3493,"Mike Elliott, Eric M. Lang",WizKids,2.193,Nothing,Collectible Components,Dice,Fantasy,Fighting,Deck,Bag,and Pool Building,Dice Rolling,Variable Player Powers
160943,Dominion: Prince Promo Card,2,4,30.0,2014,7.48865,6.07682,606.0,10,3378,Donald X. Vaccarino,Games Factory Publishing,2.3684,Dominion,Card Game,Expansion for Base-game,Medieval,Medieval,Card Drafting,Deck,Bag,and Pool Building,Hand Management
160958,DC Comics Deck-Building Game: Rivals – Batman vs The Joker,2,2,30.0,2014,7.05252,6.03029,806.0,15,2354,Matt Hyra,Cryptozoic Entertainment,1.8095,Nothing,Card Game,Comic Book / Strip,Comic Book / Strip,Comic Book / Strip,Deck,Bag,and Pool Building,and Pool Building,and Pool Building
160964,Star Wars: Empire vs. Rebellion,2,2,60.0,2014,6.34518,5.92736,1568.0,10,3845,"Sébastien Gigaudaut, David Rakoto, Nikki Valens",Bergsala Enigma,1.7237,Nothing,Bluffing,Card Game,Movies / TV / Radio theme,Science Fiction,Deck,Bag,and Pool Building,Hand Management,Variable Player Powers
160968,Homeland: The Game,3,6,90.0,2015,6.64821,5.96377,949.0,14,2394,"Aaron Dill, John Kovaleski, Sean Sweigart",Battlefront Miniatures Ltd,2.6739,Nothing,Deduction,Movies / TV / Radio theme,Spies/Secret Agents,Spies/Secret Agents,Cooperative Game,Memory,Secret Unit Deployment,Traitor Game,Voting
161031,Star Wars: X-Wing Miniatures Game – VT-49 Decimator Expansion Pack,2,2,86.96503370400583,2014,8.0323,6.12881,500.0,0,3206,"Frank Brooks, Alex Davy, Jason Little",Edge Entertainment,2.4545,Star Wars: X-Wing Miniatures Game,Aviation / Flight,Expansion for Base-game,Miniatures,Wargame,Action Queue,Simultaneous Action Selection,Variable Player Powers,Variable Player Powers,Variable Player Powers
161032,Star Wars: X-Wing Miniatures Game – YT-2400 Freighter Expansion Pack,2,2,86.96503370400583,2014,7.99447,6.14408,524.0,0,3197,"Frank Brooks, Alex Davy, Jason Little",Edge Entertainment,2.4545,Star Wars: X-Wing Miniatures Game,Aviation / Flight,Expansion for Base-game,Miniatures,Wargame,Action Queue,Simultaneous Action Selection,Variable Player Powers,Variable Player Powers,Variable Player Powers
161167,Merchants & Marauders: Seas of Glory,2,4,180.0,2015,8.32958,6.77931,1235.0,13,4789,Christian Marcussen,Asterion Press,3.359,Merchants & Marauders,Adventure,Expansion for Base-game,Fighting,Nautical,Action Points,Area Movement,Dice Rolling,Pick-up and Deliver,Variable Player Powers
161226,The Builders: Antiquity,2,4,30.0,2015,6.78092,6.07146,1168.0,10,2599,Frédéric Henry,Bombyx,1.9091,Nothing,Ancient,City Building,City Building,City Building,Action Points,Card Drafting,Set Collection,Set Collection,Set Collection
161317,Terra Mystica: Fire & Ice,2,5,100.0,2014,8.45881,7.58047,3507.0,12,10440,"Jens Drögemüller, Helge Ostertag",Feuerland Spiele,3.9394,Terra Mystica,Civilization,Economic,Expansion for Base-game,Fantasy,Network and Route Building,Turn Order: Pass Order,Variable Player Powers,Variable Player Powers,Variable Player Powers
161417,Red7,2,4,30.0,2014,6.94712,6.76571,11335.0,9,16665,"Carl Chudyk, Chris Cieslik",Asmadi Games,1.6816,Nothing,Card Game,Number,Number,Number,Hand Management,Player Elimination,Set Collection,Set Collection,Set Collection
161533,Lisboa,1,4,120.0,2017,8.17291,7.58937,5563.0,12,8649,Vital Lacerda,Eagle-Gryphon Games,4.5561,Nothing,City Building,Economic,Political,Political,Area Majority / Influence,Card Drafting,Hand Management,Tile Placement,Tile Placement
161546,Timeline: American History,2,8,15.0,2014,6.71377,5.96195,895.0,8,2369,Frédéric Henry,Asmodee,1.1562,Nothing,Card Game,Educational,Trivia,Trivia,unknown,unknown,unknown,unknown,unknown
161547,Timeline: Americana,2,8,15.0,2014,6.6994,5.952,887.0,8,2456,Frédéric Henry,Asmodee,1.1304,Nothing,Card Game,Educational,Party Game,Trivia,unknown,unknown,unknown,unknown,unknown
161578,[redacted],2,6,45.0,2014,6.22989,5.71494,659.0,12,1752,"Katalin Nimmerfroh, Dávid Turczi, Mihály Vincze",LudiCreations,2.925,Nothing,Bluffing,Spies/Secret Agents,Spies/Secret Agents,Spies/Secret Agents,Area Movement,Hand Management,Rock-Paper-Scissors,Team-Based Game,Team-Based Game
161599,Race for the Galaxy: Xeno Invasion,2,5,60.0,2015,7.9416,6.28028,659.0,13,2629,Thomas Lehmann,Rio Grande Games,3.2917,Race for the Galaxy,Card Game,Civilization,Economic,Expansion for Base-game,Hand Management,Simultaneous Action Selection,Variable Phase Order,Variable Player Powers,Variable Player Powers
161614,Stockpile,2,5,45.0,2015,7.53715,7.0553,4857.0,13,5970,"Brett Sobol, Seth Van Orden",Nauvoo Games,2.1053,Nothing,Economic,Economic,Economic,Economic,Auction/Bidding,Card Drafting,Commodity Speculation,Constrained Bidding,Investment
161617,Dungeon Lords: Happy Anniversary,2,4,120.0,2014,8.21234,6.54143,886.0,13,2635,Vlaada Chvátil,Czech Games Edition,3.9167,Nothing,Adventure,Economic,Fantasy,Fighting,Action Queue,Hand Management,Simultaneous Action Selection,Tile Placement,Worker Placement
161757,New Salem,3,8,45.0,2015,6.35954,5.72206,500.0,14,968,"Brian Henk, Clayton Skancke",Overworld Games,1.6,Nothing,Bluffing,Card Game,City Building,Deduction,Card Drafting,Set Collection,Team-Based Game,Team-Based Game,Team-Based Game
161842,Kemet: Ta-Seti,2,5,90.0,2015,8.07805,6.60475,1086.0,14,4522,"Jacques Bariot, Guillaume Montiage",Matagot,3.1389,Kemet,Expansion for Base-game,Expansion for Base-game,Expansion for Base-game,Expansion for Base-game,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Card Drafting,Card Drafting
161866,Zombicide Season 3: Rue Morgue,1,12,60.0,2015,7.58262,6.6865,2275.0,14,6365,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",Cool Mini Or Not,2.5072,Nothing,Horror,Miniatures,Zombies,Zombies,Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board
161882,Irish Gauge,3,5,60.0,2014,7.38584,6.34997,1139.0,12,2034,Tom Russell,Capstone Games,2.4286,Nothing,Economic,Trains,Trains,Trains,Auction/Bidding,Network and Route Building,Stock Holding,Stock Holding,Stock Holding
161920,Zombicide: Angry Neighbors,1,12,60.0,2015,7.61494,6.20777,836.0,13,4164,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",Asterion Press,2.7059,Zombicide,Expansion for Base-game,Horror,Miniatures,Zombies,Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board
161926,Dead Drop,2,4,10.0,2015,6.41045,5.76279,572.0,13,1167,Jason Kotarski,Crash Games,1.7083,Nothing,Card Game,Deduction,Memory,Memory,Hand Management,Memory,Trading,Trading,Trading
161936,Pandemic Legacy: Season 1,2,4,60.0,2015,8.62302,8.46926,36544.0,13,58008,"Rob Daviau, Matt Leacock","Z-Man Games, Inc.",2.8306,Nothing,Environmental,Medical,Medical,Medical,Action Points,Cooperative Game,Hand Management,Legacy Game,Point to Point Movement
161970,Alchemists,2,4,120.0,2014,7.68492,7.46969,16694.0,13,21384,Matúš Kotry,Czech Games Edition,3.8831,Nothing,Deduction,Fantasy,Fantasy,Fantasy,Action Drafting,Card Drafting,Constrained Bidding,End Game Bonuses,Events
162007,Steampunk Rally,2,8,60.0,2015,7.24757,6.85413,5293.0,14,7767,Orin Bishop,Roxley,2.5574,Nothing,Racing,Science Fiction,Science Fiction,Science Fiction,Card Drafting,Dice Rolling,Modular Board,Race,Simultaneous Action Selection
162009,The U.S. Civil War,2,2,360.0,2015,8.26248,6.15322,504.0,0,1741,Mark Simonitch,GMT Games,3.8167,Nothing,American Civil War,Civil War,Post-Napoleonic,Wargame,Dice Rolling,Grid Movement,Hexagon Grid,Movement Points,Scenario / Mission / Campaign Game
162082,Deus,2,4,90.0,2014,7.34156,7.021,6804.0,14,8241,Sébastien Dujardin,Pearl Games,2.8426,Nothing,Civilization,Mythology,Mythology,Mythology,Area Majority / Influence,Grid Movement,Hand Management,Modular Board,Network and Route Building
162093,I Hate Zombies,2,12,15.0,2015,5.24657,5.43275,502.0,6,1458,Kevin Wilson,BoardGameGeek,1.037,Nothing,Fighting,Party Game,Zombies,Zombies,Player Elimination,Rock-Paper-Scissors,Variable Player Powers,Variable Player Powers,Variable Player Powers
162107,Doodle City,1,6,30.0,2014,6.35111,5.7992,764.0,8,998,"Eilif Svensson, Kristian Amundsen Østby",999 Games,1.4,Nothing,City Building,City Building,City Building,City Building,Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil,Paper-and-Pencil
162179,Hansa Teutonica: Britannia,2,5,90.0,2014,8.09998,6.21468,531.0,12,2410,Andreas Steding,Argentum Verlag,3.4062,Hansa Teutonica,Expansion for Base-game,Renaissance,Renaissance,Renaissance,Action Points,Area Majority / Influence,Network and Route Building,Point to Point Movement,Point to Point Movement
162263,Temporum,2,5,35.0,2014,6.39964,5.85767,974.0,13,1154,Donald X. Vaccarino,Rio Grande Games,2.14,Nothing,Age of Reason,Ancient,Card Game,Medieval,Area Majority / Influence,Hand Management,Modular Board,Point to Point Movement,Point to Point Movement
162286,Super Motherload,2,4,75.0,2015,7.41356,6.80873,3125.0,13,4240,"Gavan Brown, Matt Tolman",Roxley,2.2778,Nothing,Science Fiction,Video Game Theme,Video Game Theme,Video Game Theme,Deck,Bag,and Pool Building,Hand Management,Set Collection
162388,BattleCON: Fate of Indines,2,2,60.0,2015,7.99125,6.26338,650.0,10,2085,"D. Brad Talton, Jr.",Level 99 Games,3.1667,Nothing,Card Game,Fighting,Print & Play,Print & Play,Hand Management,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers,Variable Player Powers
162559,Smash Up: Munchkin,2,4,45.0,2015,6.65569,5.99834,1245.0,12,4705,unknown,Alderac Entertainment Group,2.1667,Nothing,Card Game,Fantasy,Humor,Humor,Area Majority / Influence,Hand Management,Take That,Variable Player Powers,Variable Player Powers
162616,Flash Point: Fire Rescue – Honor & Duty,2,6,45.0,2014,7.61839,6.06123,516.0,10,3930,Lutz Pietschker,Heidelberger Spieleverlag,2.1905,Flash Point: Fire Rescue,Adventure,Expansion for Base-game,Expansion for Base-game,Expansion for Base-game,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Pick-up and Deliver
162823,El Gaucho,2,4,60.0,2014,6.8225,6.18327,1523.0,10,2098,Arve D. Fühler,Argentum Verlag,2.2289,Nothing,Animals,Farming,Farming,Farming,Dice Rolling,Set Collection,Worker Placement,Worker Placement,Worker Placement
162886,Spirit Island,1,4,120.0,2017,8.31942,8.04158,18403.0,13,27079,R. Eric Reuss,Greater Than Games,3.9578,Nothing,Age of Reason,Environmental,Fantasy,Fighting,Action Retrieval,Area Majority / Influence,Cooperative Game,Hand Management,Modular Board
